"campaignid","sample","family","genus","species","maxn"
"2021-05_PtCloates_BRUVS",6,"Pinguipedidae","Parapercis","nebulosa",1
"2021-05_PtCloates_BRUVS",6,"Sparidae","Argyrops","spinifer",4
"2021-05_PtCloates_BRUVS",6,"SUS","SUS","sus",4
"2021-05_PtCloates_BRUVS",7,"Carangidae","Carangoides","chrysophrys",1
"2021-05_PtCloates_BRUVS",7,"Carangidae","Carangoides","spp",1
"2021-05_PtCloates_BRUVS",7,"Carcharhinidae","Carcharhinus","macloti",2
"2021-05_PtCloates_BRUVS",7,"Echeneidae","Echeneis","naucrates",1
"2021-05_PtCloates_BRUVS",7,"Lethrinidae","Lethrinus","miniatus",2
"2021-05_PtCloates_BRUVS",7,"Lethrinidae","Lethrinus","rubrioperculatus",1
"2021-05_PtCloates_BRUVS",7,"Lutjanidae","Pristipomoides","multidens",8
"2021-05_PtCloates_BRUVS",7,"Pinguipedidae","Parapercis","nebulosa",3
"2021-05_PtCloates_BRUVS",7,"Sparidae","Argyrops","spinifer",2
"2021-05_PtCloates_BRUVS",7,"SUS","SUS","sus",2
"2021-05_PtCloates_BRUVS",7,"Triakidae","Mustelus","ravidus",1
"2021-05_PtCloates_BRUVS",8,"Balistidae","Abalistes","filamentosus",1
"2021-05_PtCloates_BRUVS",8,"Carangidae","Carangoides","caeruleopinnatus",1
"2021-05_PtCloates_BRUVS",8,"Carangidae","Carangoides","spp",4
"2021-05_PtCloates_BRUVS",8,"Carangidae","Decapterus","spp",1
"2021-05_PtCloates_BRUVS",8,"Echeneidae","Echeneis","naucrates",1
"2021-05_PtCloates_BRUVS",8,"Gobiidae","Unknown","spp",1
"2021-05_PtCloates_BRUVS",8,"Labridae","Coris","caudimacula",1
"2021-05_PtCloates_BRUVS",8,"Lethrinidae","Gymnocranius","euanus",2
"2021-05_PtCloates_BRUVS",8,"Lethrinidae","Gymnocranius","sp1",6
"2021-05_PtCloates_BRUVS",8,"Lethrinidae","Lethrinus","miniatus",2
"2021-05_PtCloates_BRUVS",8,"Lethrinidae","Lethrinus","nebulosus",1
"2021-05_PtCloates_BRUVS",8,"Lethrinidae","Lethrinus","rubrioperculatus",1
"2021-05_PtCloates_BRUVS",8,"Lutjanidae","Pristipomoides","multidens",4
"2021-05_PtCloates_BRUVS",8,"Mullidae","Unknown","spp",1
"2021-05_PtCloates_BRUVS",8,"Nemipteridae","Nemipterus","spp",1
"2021-05_PtCloates_BRUVS",8,"Pinguipedidae","Parapercis","nebulosa",1
"2021-05_PtCloates_BRUVS",8,"Sparidae","Argyrops","spinifer",1
"2021-05_PtCloates_BRUVS",8,"Unknown","Unknown","unknown",1
"2021-05_PtCloates_BRUVS",9,"Carcharhinidae","Carcharhinus","plumbeus",1
"2021-05_PtCloates_BRUVS",9,"Sparidae","Dentex","spp",13
"2021-05_PtCloates_BRUVS",9,"Tetraodontidae","Lagocephalus","lunaris",1
"2021-05_PtCloates_BRUVS",9,"Triakidae","Mustelus","ravidus",1
"2022-05_PtCloates_stereo-BRUVS",1,"Balistidae","Abalistes","filamentosus",3
"2022-05_PtCloates_stereo-BRUVS",1,"Carangidae","Carangoides","fulvoguttatus",18
"2022-05_PtCloates_stereo-BRUVS",1,"Carangidae","Decapterus","spp",4
"2022-05_PtCloates_stereo-BRUVS",1,"Lethrinidae","Gymnocranius","sp1",2
"2022-05_PtCloates_stereo-BRUVS",1,"Lethrinidae","Lethrinus","rubrioperculatus",1
"2022-05_PtCloates_stereo-BRUVS",1,"Lutjanidae","Pristipomoides","sp1",9
"2022-05_PtCloates_stereo-BRUVS",1,"Sparidae","Argyrops","spinifer",3
"2022-05_PtCloates_stereo-BRUVS",1,"SUS","SUS","sus",2
"2022-05_PtCloates_stereo-BRUVS",11,"Carangidae","Carangoides","gymnostethus",2
"2022-05_PtCloates_stereo-BRUVS",11,"Carcharhinidae","Carcharhinus","albimarginatus",1
"2022-05_PtCloates_stereo-BRUVS",11,"Lethrinidae","Gymnocranius","sp1",6
"2022-05_PtCloates_stereo-BRUVS",11,"Lethrinidae","Lethrinus","miniatus",3
"2022-05_PtCloates_stereo-BRUVS",11,"Lethrinidae","Lethrinus","nebulosus",1
"2022-05_PtCloates_stereo-BRUVS",11,"Lethrinidae","Lethrinus","rubrioperculatus",3
"2022-05_PtCloates_stereo-BRUVS",11,"Sparidae","Argyrops","spinifer",1
"2022-05_PtCloates_stereo-BRUVS",11,"SUS","SUS","sus",2
"2022-05_PtCloates_stereo-BRUVS",12,"Balistidae","Abalistes","stellatus",1
"2022-05_PtCloates_stereo-BRUVS",12,"Carangidae","Carangoides","fulvoguttatus",1
"2022-05_PtCloates_stereo-BRUVS",12,"Carangidae","Seriola","dumerili",1
"2022-05_PtCloates_stereo-BRUVS",12,"Labridae","Suezichthys","cyanolaemus",1
"2022-05_PtCloates_stereo-BRUVS",12,"Lethrinidae","Gymnocranius","euanus",1
"2022-05_PtCloates_stereo-BRUVS",12,"Lethrinidae","Gymnocranius","sp1",1
"2022-05_PtCloates_stereo-BRUVS",12,"Lethrinidae","Lethrinus","rubrioperculatus",3
"2022-05_PtCloates_stereo-BRUVS",12,"Lutjanidae","Lutjanus","sebae",1
"2022-05_PtCloates_stereo-BRUVS",12,"Lutjanidae","Pristipomoides","sp1",4
"2022-05_PtCloates_stereo-BRUVS",12,"Nemipteridae","Pentapodus","nagasakiensis",8
"2022-05_PtCloates_stereo-BRUVS",12,"Pinguipedidae","Parapercis","nebulosa",1
"2022-05_PtCloates_stereo-BRUVS",12,"Sparidae","Argyrops","spinifer",2
"2022-05_PtCloates_stereo-BRUVS",12,"SUS","SUS","sus",2
"2022-05_PtCloates_stereo-BRUVS",13,"Carangidae","Carangoides","chrysophrys",6
"2022-05_PtCloates_stereo-BRUVS",13,"Carangidae","Decapterus","spp",2
"2022-05_PtCloates_stereo-BRUVS",13,"Cirrhitidae","Cirrhitichthys","aprinus",2
"2022-05_PtCloates_stereo-BRUVS",13,"Haemulidae","Diagramma","pictum",1
"2022-05_PtCloates_stereo-BRUVS",13,"Lethrinidae","Gymnocranius","euanus",1
"2022-05_PtCloates_stereo-BRUVS",13,"Lethrinidae","Gymnocranius","sp1",4
"2022-05_PtCloates_stereo-BRUVS",13,"Lethrinidae","Lethrinus","rubrioperculatus",1
"2022-05_PtCloates_stereo-BRUVS",13,"Lutjanidae","Lutjanus","sebae",1
"2022-05_PtCloates_stereo-BRUVS",13,"Lutjanidae","Pristipomoides","sp1",1
"2022-05_PtCloates_stereo-BRUVS",13,"Sparidae","Argyrops","spinifer",1
"2022-05_PtCloates_stereo-BRUVS",14,"Carangidae","Carangoides","chrysophrys",1
"2022-05_PtCloates_stereo-BRUVS",14,"Echeneidae","Echeneis","naucrates",1
"2022-05_PtCloates_stereo-BRUVS",14,"Lethrinidae","Gymnocranius","sp1",2
"2022-05_PtCloates_stereo-BRUVS",14,"Lethrinidae","Lethrinus","rubrioperculatus",1
"2022-05_PtCloates_stereo-BRUVS",14,"Lutjanidae","Pristipomoides","sp1",1
"2022-05_PtCloates_stereo-BRUVS",14,"Sparidae","Argyrops","spinifer",1
"2022-05_PtCloates_stereo-BRUVS",15,"Carangidae","Carangoides","chrysophrys",1
"2022-05_PtCloates_stereo-BRUVS",15,"Carangidae","Carangoides","gymnostethus",24
"2022-05_PtCloates_stereo-BRUVS",15,"Carangidae","Gnathanodon","speciosus",1
"2022-05_PtCloates_stereo-BRUVS",15,"Carangidae","Seriola","dumerili",1
"2022-05_PtCloates_stereo-BRUVS",15,"Echeneidae","Echeneis","naucrates",1
"2022-05_PtCloates_stereo-BRUVS",15,"Lethrinidae","Gymnocranius","euanus",1
"2022-05_PtCloates_stereo-BRUVS",15,"Lethrinidae","Gymnocranius","sp1",3
"2022-05_PtCloates_stereo-BRUVS",15,"Lethrinidae","Lethrinus","miniatus",3
"2022-05_PtCloates_stereo-BRUVS",15,"Lethrinidae","Lethrinus","rubrioperculatus",3
"2022-05_PtCloates_stereo-BRUVS",15,"Lutjanidae","Aphareus","rutilans",1
"2022-05_PtCloates_stereo-BRUVS",15,"Lutjanidae","Pristipomoides","sp1",1
"2022-05_PtCloates_stereo-BRUVS",15,"Monacanthidae","Unknown","spp",1
"2022-05_PtCloates_stereo-BRUVS",15,"Pinguipedidae","Parapercis","nebulosa",4
"2022-05_PtCloates_stereo-BRUVS",16,"Balistidae","Abalistes","filamentosus",1
"2022-05_PtCloates_stereo-BRUVS",16,"Carangidae","Carangoides","chrysophrys",1
"2022-05_PtCloates_stereo-BRUVS",16,"Carangidae","Carangoides","fulvoguttatus",2
"2022-05_PtCloates_stereo-BRUVS",16,"Carangidae","Carangoides","gymnostethus",4
"2022-05_PtCloates_stereo-BRUVS",16,"Carangidae","Decapterus","spp",11
"2022-05_PtCloates_stereo-BRUVS",16,"Echeneidae","Echeneis","naucrates",2
"2022-05_PtCloates_stereo-BRUVS",16,"Lethrinidae","Gymnocranius","sp1",3
"2022-05_PtCloates_stereo-BRUVS",16,"Lethrinidae","Lethrinus","rubrioperculatus",3
"2022-05_PtCloates_stereo-BRUVS",16,"Lutjanidae","Pristipomoides","sp1",7
"2022-05_PtCloates_stereo-BRUVS",16,"Rhynchobatidae","Rhynchobatus","laevis",1
"2022-05_PtCloates_stereo-BRUVS",16,"Sparidae","Argyrops","spinifer",2
"2022-05_PtCloates_stereo-BRUVS",16,"Triakidae","Mustelus","stevensi",1
"2022-05_PtCloates_stereo-BRUVS",17,"Acanthuridae","Naso","fageni",3
"2022-05_PtCloates_stereo-BRUVS",17,"Carangidae","Carangoides","fulvoguttatus",1
"2022-05_PtCloates_stereo-BRUVS",17,"Cirrhitidae","Cirrhitichthys","aprinus",2
"2022-05_PtCloates_stereo-BRUVS",17,"Cirrhitidae","Paracirrhites","forsteri",5
"2022-05_PtCloates_stereo-BRUVS",17,"Lethrinidae","Gymnocranius","euanus",1
"2022-05_PtCloates_stereo-BRUVS",17,"Lethrinidae","Gymnocranius","sp1",1
"2022-05_PtCloates_stereo-BRUVS",17,"Lethrinidae","Lethrinus","miniatus",2
"2022-05_PtCloates_stereo-BRUVS",17,"Lethrinidae","Lethrinus","rubrioperculatus",3
"2022-05_PtCloates_stereo-BRUVS",17,"Mullidae","Upeneus","moluccensis",12
"2022-05_PtCloates_stereo-BRUVS",17,"Nemipteridae","Pentapodus","nagasakiensis",1
"2022-05_PtCloates_stereo-BRUVS",17,"Pinguipedidae","Parapercis","nebulosa",1
"2022-05_PtCloates_stereo-BRUVS",17,"Scombridae","Scomberomorus","spp",1
"2022-05_PtCloates_stereo-BRUVS",17,"SUS","SUS","sus",28
"2022-05_PtCloates_stereo-BRUVS",18,"Carangidae","Carangoides","chrysophrys",3
"2022-05_PtCloates_stereo-BRUVS",18,"Carangidae","Carangoides","fulvoguttatus",1
"2022-05_PtCloates_stereo-BRUVS",18,"Carangidae","Decapterus","spp",12
"2022-05_PtCloates_stereo-BRUVS",18,"Labridae","Coris","caudimacula",1
"2022-05_PtCloates_stereo-BRUVS",18,"Lethrinidae","Gymnocranius","sp1",4
"2022-05_PtCloates_stereo-BRUVS",18,"Lethrinidae","Lethrinus","miniatus",2
"2022-05_PtCloates_stereo-BRUVS",18,"Lethrinidae","Lethrinus","nebulosus",2
"2022-05_PtCloates_stereo-BRUVS",18,"Lethrinidae","Lethrinus","rubrioperculatus",1
"2022-05_PtCloates_stereo-BRUVS",18,"Lutjanidae","Lutjanus","sebae",1
"2022-05_PtCloates_stereo-BRUVS",18,"Lutjanidae","Pristipomoides","sp1",6
"2022-05_PtCloates_stereo-BRUVS",18,"Nemipteridae","Pentapodus","nagasakiensis",4
"2022-05_PtCloates_stereo-BRUVS",18,"Pinguipedidae","Parapercis","nebulosa",1
