"name","armean","n","sd","se"
"Anampses geographicus",1.54083997011185,2,0.379956789605105,0.26867002248764
"Anampses geographicus",1.54083997011185,2,0.379956789605105,0.26867002248764
"Anampses geographicus",1.54083997011185,2,0.379956789605105,0.26867002248764
"Anampses geographicus",1.54083997011185,2,0.379956789605105,0.26867002248764
"Anampses geographicus",1.54083997011185,2,0.379956789605105,0.26867002248764
"Anampses geographicus",1.54083997011185,2,0.379956789605105,0.26867002248764
"Anampses geographicus",1.54083997011185,2,0.379956789605105,0.26867002248764
"Anampses geographicus",1.54083997011185,2,0.379956789605105,0.26867002248764
"Anampses geographicus",1.54083997011185,2,0.379956789605105,0.26867002248764
"Anampses geographicus",1.54083997011185,2,0.379956789605105,0.26867002248764
"Anampses geographicus",1.54083997011185,2,0.379956789605105,0.26867002248764
"Anampses geographicus",1.54083997011185,2,0.379956789605105,0.26867002248764
"Anampses geographicus",1.54083997011185,2,0.379956789605105,0.26867002248764
"Apolemichthys trimaculatus",2.1448450088501,2,0.0946321503741163,0.0669150352478027
"Austrolabrus maculatus",NA,NA,NA,NA
"Austrolabrus maculatus",NA,NA,NA,NA
"Austrolabrus maculatus",NA,NA,NA,NA
"Austrolabrus maculatus",NA,NA,NA,NA
"Austrolabrus maculatus",NA,NA,NA,NA
"Austrolabrus maculatus",NA,NA,NA,NA
"Austrolabrus maculatus",NA,NA,NA,NA
"Austrolabrus maculatus",NA,NA,NA,NA
"Austrolabrus maculatus",NA,NA,NA,NA
"Chaetodon assarius",2.87667989730835,1,NA,NA
"Chaetodon assarius",2.87667989730835,1,NA,NA
"Chaetodon assarius",2.87667989730835,1,NA,NA
"Chaetodon assarius",2.87667989730835,1,NA,NA
"Chaetodon assarius",2.87667989730835,1,NA,NA
"Chaetodon assarius",2.87667989730835,1,NA,NA
"Chaetodon assarius",2.87667989730835,1,NA,NA
"Chaetodon assarius",2.87667989730835,1,NA,NA
"Chaetodontoplus personifer",1.81692004203796,1,NA,NA
"Chaetodontoplus personifer",1.81692004203796,1,NA,NA
"Choerodon rubescens",NA,NA,NA,NA
"Choerodon rubescens",NA,NA,NA,NA
"Choerodon rubescens",NA,NA,NA,NA
"Choerodon rubescens",NA,NA,NA,NA
"Choerodon rubescens",NA,NA,NA,NA
"Choerodon rubescens",NA,NA,NA,NA
"Choerodon rubescens",NA,NA,NA,NA
"Choerodon rubescens",NA,NA,NA,NA
"Choerodon rubescens",NA,NA,NA,NA
"Choerodon rubescens",NA,NA,NA,NA
"Choerodon rubescens",NA,NA,NA,NA
"Choerodon rubescens",NA,NA,NA,NA
"Choerodon rubescens",NA,NA,NA,NA
"Choerodon rubescens",NA,NA,NA,NA
"Choerodon rubescens",NA,NA,NA,NA
"Choerodon rubescens",NA,NA,NA,NA
"Choerodon rubescens",NA,NA,NA,NA
"Choerodon rubescens",NA,NA,NA,NA
"Chromis spp",NA,NA,NA,NA
"Chromis spp",NA,NA,NA,NA
"Chromis spp",NA,NA,NA,NA
"Chromis spp",NA,NA,NA,NA
"Chromis spp",NA,NA,NA,NA
"Chromis spp",NA,NA,NA,NA
"Chromis spp",NA,NA,NA,NA
"Chromis spp",NA,NA,NA,NA
"Chromis spp",NA,NA,NA,NA
"Chromis spp",NA,NA,NA,NA
"Chromis spp",NA,NA,NA,NA
"Chromis spp",NA,NA,NA,NA
"Chromis spp",NA,NA,NA,NA
"Chromis spp",NA,NA,NA,NA
"Chromis spp",NA,NA,NA,NA
"Chromis spp",NA,NA,NA,NA
"Chromis spp",NA,NA,NA,NA
"Chromis spp",NA,NA,NA,NA
"Chromis spp",NA,NA,NA,NA
"Chromis spp",NA,NA,NA,NA
"Chromis spp",NA,NA,NA,NA
"Chromis spp",NA,NA,NA,NA
"Chromis spp",NA,NA,NA,NA
"Chromis spp",NA,NA,NA,NA
"Chromis spp",NA,NA,NA,NA
"Chromis spp",NA,NA,NA,NA
"Chromis spp",NA,NA,NA,NA
"Chromis spp",NA,NA,NA,NA
"Chromis spp",NA,NA,NA,NA
"Chromis spp",NA,NA,NA,NA
"Chromis spp",NA,NA,NA,NA
"Chromis spp",NA,NA,NA,NA
"Chromis spp",NA,NA,NA,NA
"Chromis spp",NA,NA,NA,NA
"Chromis spp",NA,NA,NA,NA
"Chromis spp",NA,NA,NA,NA
"Chromis spp",NA,NA,NA,NA
"Chromis spp",NA,NA,NA,NA
"Chromis spp",NA,NA,NA,NA
"Chromis spp",NA,NA,NA,NA
"Chromis spp",NA,NA,NA,NA
"Chromis spp",NA,NA,NA,NA
"Chromis spp",NA,NA,NA,NA
"Chromis spp",NA,NA,NA,NA
"Chromis spp",NA,NA,NA,NA
"Chromis spp",NA,NA,NA,NA
"Chromis spp",NA,NA,NA,NA
"Chromis spp",NA,NA,NA,NA
"Chromis spp",NA,NA,NA,NA
"Chromis spp",NA,NA,NA,NA
"Chromis spp",NA,NA,NA,NA
"Chromis spp",NA,NA,NA,NA
"Chromis spp",NA,NA,NA,NA
"Chromis spp",NA,NA,NA,NA
"Chromis spp",NA,NA,NA,NA
"Chromis spp",NA,NA,NA,NA
"Chromis spp",NA,NA,NA,NA
"Chromis spp",NA,NA,NA,NA
"Chromis spp",NA,NA,NA,NA
"Chromis spp",NA,NA,NA,NA
"Chromis spp",NA,NA,NA,NA
"Chromis spp",NA,NA,NA,NA
"Chromis spp",NA,NA,NA,NA
"Chromis spp",NA,NA,NA,NA
"Chromis spp",NA,NA,NA,NA
"Chromis spp",NA,NA,NA,NA
"Chromis spp",NA,NA,NA,NA
"Chromis spp",NA,NA,NA,NA
"Chromis spp",NA,NA,NA,NA
"Chromis spp",NA,NA,NA,NA
"Chromis spp",NA,NA,NA,NA
"Chromis spp",NA,NA,NA,NA
"Chromis spp",NA,NA,NA,NA
"Chromis spp",NA,NA,NA,NA
"Chromis spp",NA,NA,NA,NA
"Chromis spp",NA,NA,NA,NA
"Chromis spp",NA,NA,NA,NA
